"","age","race","gender","educ","pid3","pid7","ideo5","newsint","treatment","Legit_Trust","Legit_Fair","Strong_Exec","Pres_No_Others","Checks_Balances","female"
"1093","65+","White",2,"2-year College Degree","Democrat",1,"Liberal","High","Control",0.333333333333333,0.25,0.833333333333333,0.5,0.166666666666667,"Female"
"1094","30-44","White",2,"4-year College Degree","Independent",4,"Moderate","High","Control",0.333333333333333,0.25,0.333333333333333,0.166666666666667,0,"Female"
"1095","18-29","Black",1,"High School Graduate","Democrat",1,"Moderate","Medium","Diverse",0.5,0.5,0.666666666666667,0.5,0.333333333333333,"Male"
"1096","45-64","White",2,"Some College","Democrat",1,"Moderate","High","Diverse But Critiqued",0.5,0.25,1,0.5,0.166666666666667,"Female"
"1097","18-29","White",1,"Some College","Republican",6,"Conservative","High","Diverse But Critiqued",0.166666666666667,1,0.166666666666667,0,0,"Male"
"1098","18-29","White",1,"Some College","Independent",3,"Very Liberal","None","Control",0.833333333333333,0.75,0.5,0.666666666666667,0,"Male"
"1099","18-29","Hispanic",2,"Some College","Not Sure",3,"Not Sure","None","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0.5,"Female"
"1100","45-64","White",2,"Some College","Democrat",1,"Liberal","High","Diverse But Critiqued",0.666666666666667,0.25,0.833333333333333,0.833333333333333,0,"Female"
"1101","18-29","White",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Control",0.5,0.75,0.333333333333333,0.333333333333333,0,"Female"
"1102","45-64","White",2,"2-year College Degree","Democrat",1,"Liberal","Medium","Control",0.666666666666667,0.75,0.833333333333333,0.166666666666667,0.5,"Female"
"1103","65+","White",1,"4-year College Degree","Republican",7,"Very Conservative","High","Diverse",0.166666666666667,0.25,0.666666666666667,0,0,"Male"
"1104","65+","White",2,"Some College","Independent",3,"Liberal","Medium","Diverse But Critiqued",0.333333333333333,0.25,0.5,0.666666666666667,0.166666666666667,"Female"
"1105","65+","White",1,"Post-Graduate Degree","Democrat",2,"Moderate","High","Diverse But Critiqued",0.333333333333333,0.25,0.166666666666667,0.166666666666667,0.333333333333333,"Male"
"1106","30-44","White",2,"2-year College Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.333333333333333,0.75,0.666666666666667,0.5,0.5,"Female"
"1107","65+","White",2,"Some College","Democrat",1,"Liberal","High","Control",0.333333333333333,0.5,0.833333333333333,0.333333333333333,0.333333333333333,"Female"
"1108","65+","White",2,"Some College","Democrat",2,"Liberal","High","Control",0.5,0.25,1,1,0.166666666666667,"Female"
"1109","65+","White",1,"Post-Graduate Degree","Democrat",2,"Liberal","Medium","Diverse",0.666666666666667,0.75,0.833333333333333,0,0.166666666666667,"Male"
"1110","65+","Hispanic",1,"Some College","Democrat",1,"Moderate","High","Diverse But Critiqued",0.333333333333333,0.5,0.5,0.333333333333333,0,"Male"
"1111","18-29","Black",2,"Post-Graduate Degree","Democrat",2,"Liberal","High","Diverse",0.666666666666667,0.75,0.666666666666667,0,0,"Female"
"1112","45-64","White",1,"Some College","Independent",3,"Liberal","Medium","Diverse But Critiqued",0.166666666666667,0.25,0.333333333333333,0.166666666666667,0,"Male"
"1113","30-44","White",1,"Some College","Democrat",1,"Moderate","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Male"
"1114","30-44","White",1,"High School Graduate","Republican",6,"Moderate","Medium","Diverse",0.333333333333333,0.25,0.666666666666667,0.166666666666667,0.666666666666667,"Male"
"1115","45-64","White",1,"2-year College Degree","Democrat",1,"Very Liberal","Medium","Diverse",0.666666666666667,0.75,0.5,0.333333333333333,0.333333333333333,"Male"
"1116","30-44","Black",2,"High School Graduate","Democrat",1,"Moderate","Low","Diverse",0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.166666666666667,"Female"
"1117","30-44","Hispanic",1,"Some College","Independent",5,"Moderate","High","Diverse But Critiqued",0.5,0.5,0,0,0,"Male"
"1118","45-64","White",1,"4-year College Degree","Democrat",1,"Liberal","High","Control",0.5,0.25,0.666666666666667,0.333333333333333,0.166666666666667,"Male"
"1119","45-64","White",2,"Post-Graduate Degree","Democrat",1,"Moderate","High","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,1,0,"Female"
"1120","45-64","White",2,"Some College","Democrat",2,"Moderate","High","Diverse",0.666666666666667,0.75,0.333333333333333,0.166666666666667,0,"Female"
"1121","45-64","White",1,"High School Graduate","Independent",3,"Liberal","Low","Diverse",0.333333333333333,0.5,0.5,0.5,0.333333333333333,"Male"
"1122","18-29","Hispanic",2,"Some College","Democrat",2,"Not Sure","Low","Diverse",0.166666666666667,0.5,1,0.833333333333333,0.333333333333333,"Female"
"1123","30-44","White",1,"Some College","Independent",4,"Very Liberal","High","Diverse But Critiqued",0.333333333333333,0.25,0.333333333333333,0.166666666666667,0.166666666666667,"Male"
"1124","65+","White",2,"Some College","Independent",3,"Moderate","High","Control",0.166666666666667,0.25,0.666666666666667,0,0,"Female"
"1125","30-44","White",2,"Post-Graduate Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.5,0.5,0.333333333333333,0.5,0.333333333333333,"Female"
"1126","65+","White",1,"4-year College Degree","Democrat",2,"Liberal","High","Diverse But Critiqued",0.333333333333333,0,0.833333333333333,0,0,"Male"
"1127","30-44","White",2,"High School Graduate","Democrat",2,"Liberal","Medium","Diverse",0.333333333333333,0.5,0.666666666666667,0.333333333333333,0.166666666666667,"Female"
"1128","45-64","White",1,"4-year College Degree","Democrat",2,"Moderate","Low","Diverse",0.666666666666667,0.75,0.833333333333333,0.5,0.166666666666667,"Male"
"1129","45-64","White",1,"Some College","Independent",3,"Very Conservative","High","Control",0.666666666666667,0.75,0,0,0.166666666666667,"Male"
"1130","45-64","White",2,"4-year College Degree","Democrat",1,"Liberal","Medium","Diverse",0.5,0.5,0.833333333333333,0.166666666666667,0.166666666666667,"Female"
"1131","45-64","Black",1,"Some College","Democrat",1,"Liberal","Medium","Diverse",0.833333333333333,0.75,0.833333333333333,0.166666666666667,0.166666666666667,"Male"
"1132","65+","White",1,"Some College","Democrat",1,"Very Liberal","Medium","Control",0.333333333333333,0.5,0.666666666666667,0,0,"Male"
"1133","30-44","White",2,"High School Graduate","Independent",3,"Liberal","None","Diverse",0.5,0.75,0.666666666666667,0.333333333333333,0,"Female"
"1134","30-44","White",2,"High School Graduate","Independent",3,"Moderate","Medium","Control",0.333333333333333,0.75,0.333333333333333,0.333333333333333,0,"Female"
"1135","18-29","White",2,"Less than a High School Diploma","Independent",4,"Not Sure","None","Diverse",0.166666666666667,0.25,0.5,0.333333333333333,0.166666666666667,"Female"
"1136","45-64","Hispanic",2,"High School Graduate","Republican",7,"Very Conservative","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Female"
"1137","30-44","White",1,"High School Graduate","Independent",3,"Moderate","High","Diverse",0.166666666666667,0.25,0.666666666666667,0.333333333333333,0,"Male"
"1138","65+","Black",1,"Some College","Democrat",1,"Moderate","High","Diverse",0,0,0.5,0.5,0,"Male"
"1139","18-29","Black",1,"2-year College Degree","Democrat",2,"Moderate","Low","Diverse But Critiqued",0.5,0.25,0.5,1,0.166666666666667,"Male"
"1140","18-29","Hispanic",1,"4-year College Degree","Democrat",1,"Liberal","Low","Diverse But Critiqued",0.833333333333333,0.5,0.5,0.833333333333333,0.166666666666667,"Male"
"1141","30-44","Hispanic",2,"4-year College Degree","Democrat",2,"Moderate","Medium","Control",0.333333333333333,0.75,0.166666666666667,0.166666666666667,0,"Female"
"1142","45-64","White",2,"Some College","Not Sure",4,"Not Sure","Don't Know","Diverse But Critiqued",0.166666666666667,0,0.666666666666667,0.333333333333333,0,"Female"
"1143","45-64","White",2,"4-year College Degree","Independent",3,"Very Liberal","High","Diverse But Critiqued",0.166666666666667,0.75,0.166666666666667,0.666666666666667,0,"Female"
"1144","18-29","White",2,"Some College","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.333333333333333,0.25,1,0.5,0.5,"Female"
"1145","65+","White",1,"2-year College Degree","Democrat",1,"Moderate","High","Diverse But Critiqued",0.5,0.5,0.333333333333333,0.666666666666667,0,"Male"
"1146","45-64","Black",1,"2-year College Degree","Independent",3,"Conservative","Medium","Control",0,0,0,0.5,0.5,"Male"
"1147","45-64","Hispanic",1,"Some College","Democrat",1,"Moderate","High","Control",0.666666666666667,1,1,0.666666666666667,0.166666666666667,"Male"
"1148","65+","White",2,"Some College","Democrat",1,"Liberal","High","Control",0.333333333333333,0.25,0.833333333333333,0.333333333333333,0,"Female"
"1149","45-64","Black",1,"2-year College Degree","Independent",5,"Conservative","High","Diverse",0.333333333333333,0.25,0.666666666666667,0.333333333333333,0.166666666666667,"Male"
"1150","45-64","Hispanic",1,"High School Graduate","Democrat",2,"Moderate","None","Diverse But Critiqued",0.166666666666667,0.25,0,0,1,"Male"
"1151","18-29","White",1,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.333333333333333,0,0.166666666666667,0,0,"Male"
"1152","30-44","White",1,"Less than a High School Diploma","Democrat",1,"Moderate","High","Control",0.833333333333333,1,0.833333333333333,1,0.666666666666667,"Male"
"1153","30-44","White",1,"2-year College Degree","Democrat",2,"Liberal","High","Control",0.666666666666667,0.5,0.666666666666667,0.166666666666667,0,"Male"
"1154","18-29","Hispanic",1,"2-year College Degree","Republican",6,"Conservative","Medium","Diverse",0.166666666666667,0.5,0,0,0,"Male"
"1155","65+","White",1,"Some College","Independent",3,"Not Sure","High","Diverse But Critiqued",0.166666666666667,0,0.833333333333333,0.166666666666667,0.5,"Male"
"1156","18-29","Black",1,"4-year College Degree","Democrat",1,"Very Liberal","Medium","Control",1,1,1,1,0,"Male"
"1157","30-44","Hispanic",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse",0.666666666666667,0.25,0.666666666666667,0.166666666666667,0.166666666666667,"Female"
"1158","18-29","Black",1,"2-year College Degree","Democrat",2,"Moderate","Medium","Control",0.5,0.5,0.5,0.333333333333333,0,"Male"
"1159","45-64","Hispanic",2,"4-year College Degree","Republican",6,"Not Sure","Medium","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"1160","65+","Hispanic",1,"2-year College Degree","Democrat",2,"Conservative","Low","Control",0.666666666666667,0.75,0.833333333333333,0.5,0.166666666666667,"Male"
"1161","65+","White",1,"Some College","Democrat",1,"Liberal","High","Control",0.333333333333333,0.25,0.166666666666667,0.166666666666667,0,"Male"
"1162","45-64","Black",1,"High School Graduate","Democrat",2,"Liberal","Low","Diverse But Critiqued",0.666666666666667,0.75,0.5,0.666666666666667,0.5,"Male"
"1163","65+","Black",1,"High School Graduate","Democrat",1,"Liberal","High","Diverse But Critiqued",0,0.25,0.833333333333333,1,0.833333333333333,"Male"
"1164","18-29","Black",1,"4-year College Degree","Democrat",2,"Moderate","Low","Diverse",0.833333333333333,0.75,0.833333333333333,0.333333333333333,0.333333333333333,"Male"
"1165","65+","White",1,"Less than a High School Diploma","Independent",4,"Not Sure","None","Diverse But Critiqued",0.166666666666667,0.25,0.5,0.166666666666667,0.166666666666667,"Male"
"1166","18-29","Black",1,"4-year College Degree","Republican",6,"Conservative","High","Diverse",0.5,0.5,0.5,0.166666666666667,0,"Male"
"1167","65+","Hispanic",1,"High School Graduate","Democrat",2,"Conservative","Medium","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0.333333333333333,0.333333333333333,"Male"
"1168","45-64","Black",2,"2-year College Degree","Democrat",1,"Liberal","High","Diverse",0.333333333333333,0.5,0.666666666666667,0.5,0.166666666666667,"Female"
"1169","45-64","White",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Control",0.5,0.5,0.666666666666667,0,0.333333333333333,"Female"
"1170","65+","Hispanic",1,"High School Graduate","Independent",4,"Moderate","Low","Diverse",0.5,0.5,0.833333333333333,0.333333333333333,0.5,"Male"
"1171","45-64","Hispanic",2,"High School Graduate","Independent",4,"Very Liberal","None","Diverse",0,0,0.5,1,0,"Female"
"1172","18-29","White",1,"Some College","Independent",3,"Very Liberal","High","Control",0.333333333333333,0.25,0.666666666666667,0.666666666666667,0,"Male"
"1173","18-29","Hispanic",1,"Some College","Independent",3,"Liberal","Medium","Diverse But Critiqued",0.166666666666667,0.5,0.833333333333333,0.833333333333333,0.333333333333333,"Male"
"1174","65+","Hispanic",1,"High School Graduate","Independent",5,"Conservative","High","Control",0.333333333333333,0.75,0.666666666666667,0.166666666666667,0,"Male"
"1175","18-29","Black",2,"Some College","Democrat",2,"Liberal","Medium","Control",0.666666666666667,0.75,0.666666666666667,0.166666666666667,0,"Female"
"1176","45-64","White",2,"High School Graduate","Not Sure",5,"Moderate","Medium","Control",0.333333333333333,0.75,0.5,0.166666666666667,0.5,"Female"
"1177","18-29","White",1,"Some College","Independent",5,"Moderate","Low","Diverse",0.833333333333333,1,0.666666666666667,0.166666666666667,0,"Male"
"1178","30-44","Hispanic",1,"High School Graduate","Independent",4,"Moderate","Low","Control",0.666666666666667,0.5,0.333333333333333,0.333333333333333,0.333333333333333,"Male"
"1179","45-64","Hispanic",1,"High School Graduate","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.166666666666667,0.5,0.666666666666667,0.166666666666667,0.166666666666667,"Male"
"1180","65+","Black",2,"4-year College Degree","Democrat",2,"Liberal","Medium","Diverse",0.5,0.75,0.833333333333333,0.5,0.5,"Female"
"1181","45-64","White",2,"Less than a High School Diploma","Independent",4,"Liberal","High","Diverse",0.666666666666667,0.75,0.166666666666667,0.166666666666667,0,"Female"
"1182","45-64","Hispanic",1,"High School Graduate","Democrat",1,"Very Conservative","None","Diverse",0.666666666666667,0.5,0.833333333333333,0.833333333333333,0.166666666666667,"Male"
"1183","45-64","Hispanic",1,"High School Graduate","Republican",7,"Very Conservative","High","Control",0.166666666666667,0.25,0,0,0,"Male"
"1184","30-44","Hispanic",1,"High School Graduate","Not Sure",5,"Conservative","High","Diverse But Critiqued",0,0.5,0,0.166666666666667,0,"Male"
"1185","45-64","Black",2,"Some College","Independent",3,"Moderate","High","Diverse",0.5,0.25,0.5,0.166666666666667,0.166666666666667,"Female"
"1186","45-64","Black",1,"High School Graduate","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.666666666666667,0.75,0.5,1,0,"Male"
"1187","30-44","Hispanic",1,"High School Graduate","Republican",6,"Moderate","Medium","Control",1,1,1,0,0,"Male"
"1188","45-64","White",1,"High School Graduate","Republican",7,"Conservative","Medium","Diverse",0.666666666666667,0.5,0.833333333333333,0.5,0.166666666666667,"Male"
"1189","45-64","White",1,"High School Graduate","Independent",8,"Moderate","Medium","Diverse",0.333333333333333,0.75,0.666666666666667,0.333333333333333,0,"Male"
"1190","45-64","Asian",1,"Post-Graduate Degree","Republican",6,"Moderate","Low","Control",0.666666666666667,0.25,0.666666666666667,0.166666666666667,0,"Male"
"1191","65+","Black",1,"High School Graduate","Not Sure",4,"Moderate","Don't Know","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Male"
"1192","30-44","White",1,"High School Graduate","Independent",5,"Not Sure","None","Diverse But Critiqued",0.166666666666667,0.25,0.5,0.166666666666667,0.166666666666667,"Male"
"1193","45-64","Other",1,"4-year College Degree","Independent",4,"Moderate","High","Diverse",0.333333333333333,0.5,0,0,0,"Male"
"1194","45-64","White",1,"High School Graduate","Republican",6,"Conservative","High","Control",0,0.75,0.5,0.5,0.166666666666667,"Male"
"1195","45-64","Asian",1,"Post-Graduate Degree","Republican",6,"Conservative","High","Control",0.666666666666667,0.75,0.833333333333333,0.166666666666667,0.166666666666667,"Male"
"1196","45-64","Other",1,"Post-Graduate Degree","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.166666666666667,0.25,0,0,0,"Male"
"1197","45-64","Native American",1,"High School Graduate","Republican",7,"Very Conservative","High","Diverse",1,1,0,0,0,"Male"
"1198","45-64","White",1,"4-year College Degree","Republican",6,"Very Conservative","Low","Diverse But Critiqued",0.333333333333333,0.5,0.833333333333333,0.333333333333333,0.166666666666667,"Male"
"1199","45-64","Black",1,"High School Graduate","Republican",7,"Conservative","Low","Control",0.166666666666667,0.75,0.166666666666667,0.166666666666667,0.5,"Male"
